Gia,Dia chi,Dien tich,Gia/m2,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai
"2,9 tỷ - 104 m2","B?u M?c 17, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",104 m²,"27,88 triệu/m²",,Đất thổ cư,6.7199 m,15 m
"6,7 tỷ - 175 m2","Đường Phan Hoan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",175 m²,"38,29 triệu/m²",Đông Nam,Đất thổ cư,8.1998 m,22 m
"5,5 tỷ - 86 m2","Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ, Đà NẵngXem bản đồ",86 m²,"63,95 triệu/m²",Tây,Đất thổ cư,4.5 m,
,,,,,,,
"2,8 tỷ - 108 m2","Đường Nguyễn Nhược Pháp, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",108 m²,"25,93 triệu/m²",Đông Nam,Đất thổ cư,5 m,22 m
"4,3 tỷ - 85 m2","Đường Trần Can, Phường Hòa Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",85 m²,"50,59 triệu/m²",,Đất thổ cư,,
"5,89 tỷ - 85 m2","Phan Anh, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngXem bản đồ",85 m²,"69,29 triệu/m²",,Đất thổ cư,,
,,,,,,,
"6,1 tỷ - 100 m2","Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà NẵngXem bản đồ",100 m²,61 triệu/m²,,Đất thổ cư,,
"2,3 tỷ - 100 m2","Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,23 triệu/m²,Đông,Đất thổ cư,8 m,12.5 m
"3,55 tỷ - 86 m2","Đường Nguyễn Thúy, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",86 m²,"41,28 triệu/m²",Đông Bắc,Đất nền dự án,,
,,,,,,,
"4,5 tỷ - 85 m2","0, Đường Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",85 m²,"52,94 triệu/m²",Tây,Đất thổ cư,6 m,14 m
,,,,,,,
,,,,,,,
"1,8 tỷ - 80 m2","LH-0901.151.246, LH-0901-151-246 , 142 Âu Cơ, Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",80 m²,"22,5 triệu/m²",Đông Nam,Đất thổ cư,4 m,20 m
"1,1 tỷ - 233 m2","Đường Bê Tông View Cánh Đồng, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",233 m²,"4,72 triệu/m²",Tây Nam,Đất thổ cư,10 m,23 m
,,,,,,,
"5,5 tỷ - 70 m2","Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",70 m²,"78,57 triệu/m²",,Đất thổ cư,4 m,18 m
,,,,,,,
"8,3 tỷ - 250 m2","Nước Mặn 4, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",250 m²,"33,2 triệu/m²",,Đất nền dự án,10 m,25 m
"2,25 tỷ - 93 m2","Bàu Cầu 26, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",93 m²,"24,19 triệu/m²",Đông Nam,Đất thổ cư,5 m,18 m
"3,4 tỷ - 90 m2","Đường Sơn Thủy Đông 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"37,78 triệu/m²",,Đất nền dự án,4.5 m,
"6,35 tỷ - 330 m2","Đường Đá Bàn 8, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",330 m²,"19,24 triệu/m²",Tây Nam,Đất thổ cư,16.6 m,20 m
12 tỷ - 312 m2,"Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",312 m²,"38,46 triệu/m²",Đông Bắc,Đất nền dự án,15 m,20.7999 m
,,,,,,,
"10,5 tỷ - 140 m2","Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",140 m²,75 triệu/m²,,Đất thổ cư,10 m,14 m
,,,,,,,
"3,61 tỷ - 95 m2","Đường Đinh Đức Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",95 m²,38 triệu/m²,Tây Nam,Đất nền dự án,5 m,19 m
"2,3 tỷ - 100 m2","Lê Trực, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,23 triệu/m²,,Đất nền dự án,,
,,,,,,,
4 tỷ - 312 m2,"Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",312 m²,"12,82 triệu/m²",Tây Bắc,Đất nền dự án,15 m,21 m
"1,55 tỷ - 80 m2","Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",80 m²,"19,38 triệu/m²",,Đất thổ cư,,
"3,7 tỷ - 81 m2","Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",81 m²,"45,68 triệu/m²",Đông Nam,Đất thổ cư,4.5 m,18 m
"3,2 tỷ - 1.247 m2","Đường Bê Tông 4m Oto, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",1247 m²,"2,57 triệu/m²",Nam,Đất thổ cư,31 m,40 m
,,,,,,,
"9,9 tỷ - 105 m2","Đường Lê Mạnh Trinh, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",105 m²,"94,29 triệu/m²",Đông,Đất thổ cư,5 m,21 m
"9,7 tỷ - 77 m2","Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",77 m²,"125,97 triệu/m²",Tây,Đất thổ cư,5 m,16 m
"5,9 tỷ - 64 m2","Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",64 m²,"92,19 triệu/m²",,Đất thổ cư,4 m,14 m
,,,,,,,
"12,5 tỷ - 216 m2","Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",216 m²,"57,87 triệu/m²",Tây Nam,Đất thổ cư,9 m,24 m
"1,48 tỷ - 81 m2","Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",81 m²,"18,27 triệu/m²",Nam,Đất thổ cư,5 m,16 m
"1,48 tỷ - 82 m2","Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà NẵngXem bản đồ",82 m²,"18,05 triệu/m²",Đông Nam,Đất thổ cư,5 m,16 m
,,,,,,,
"1,42 tỷ - 100 m2","Thôn phong nam, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"14,2 triệu/m²",,Đất thổ cư,,
"1,22 tỷ - 125 m2","Thôn quang châu, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",125 m²,"9,76 triệu/m²",,Đất thổ cư,,
"1,65 tỷ - 79 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",79 m²,"20,89 triệu/m²",,Đất thổ cư,,
,,,,,,,
"1,6 tỷ - 82 m2","Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",82 m²,"19,51 triệu/m²",Tây Nam,Đất thổ cư,4.5 m,18 m
"1,45 tỷ - 80 m2","Đường Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",80 m²,"18,13 triệu/m²",Tây Bắc,Đất thổ cư,4 m,20 m
"1,6 tỷ - 100 m2","Đường Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,16 triệu/m²,Nam,Đất thổ cư,5 m,20 m
"10,5 tỷ - 200 m2","Đường Diên Hồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",200 m²,"52,5 triệu/m²",Tây Nam,Đất nền dự án,10 m,20 m
"7,5 tỷ - 205 m2","Đường Trương Quang Được, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",205 m²,"36,59 triệu/m²",Tây Bắc,Đất thổ cư,10 m,21 m
,,,,,,,
"8,611 tỷ - 239 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",239 m²,"36,03 triệu/m²",Đông,Đất nền dự án,,
"1,9 tỷ - 100 m2","Huỳnh Dạng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,19 triệu/m²,Đông Bắc,Đất thổ cư,,
,,,,,,,
"2,75 tỷ - 81 m2","Hòa Mỹ 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",81 m²,"33,95 triệu/m²",,Đất thổ cư,4.5 m,18 m
"3,39 tỷ - 102 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",102 m²,"33,24 triệu/m²",,Đất thổ cư,,
"1,95 tỷ - 100 m2","Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"19,5 triệu/m²",Đông Bắc,Đất thổ cư,5 m,20 m
,,,,,,,
"1,7 tỷ - 100 m2","Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,17 triệu/m²,Đông Nam,Đất nền dự án,5 m,20 m
,,,,,,,
"1,97 tỷ - 100 m2","Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"19,7 triệu/m²",,Đất nền dự án,5 m,20 m
"5,6 tỷ - 73 m2","Nguyễn Văn Siêu, Phường An Hải Tây, Quận Sơn Trà, Đà NẵngXem bản đồ",73 m²,"76,71 triệu/m²",,Đất thổ cư,5 m,17 m
"4,1 tỷ - 100 m2","Đường Đô Đốc Lộc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,41 triệu/m²,Đông Bắc,Đất thổ cư,5 m,20 m
"7,3 tỷ - 200 m2","Đường Hoàng Hiệp, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",200 m²,"36,5 triệu/m²",,Đất thổ cư,10 m,20 m
"2,42 tỷ - 100 m2","Chưa Đặt Tên, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"24,2 triệu/m²",,Đất thổ cư,5 m,20 m
,,,,,,,
"3,39 tỷ - 102 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",102 m²,"33,24 triệu/m²",Bắc,Đất nền dự án,6 m,17.2999 m
"3,55 tỷ - 100 m2","Đường Thanh Lương 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"35,5 triệu/m²",Đông Nam,Đất thổ cư,5 m,20 m
"2,47 tỷ - 100 m2","Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"24,7 triệu/m²",,Đất nền dự án,5 m,20 m
"2,2 tỷ - 700 m2","Đường Bê Tông 5m Oto, Xã Hòa Ninh, Huyện Hòa Vang, Đà NẵngXem bản đồ",700 m²,"3,14 triệu/m²",Nam,Đất thổ cư,26 m,30 m
34 tỷ - 500 m2,"Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà NẵngXem bản đồ",500 m²,68 triệu/m²,Đông,Đất thổ cư,11 m,50 m
"2,9 tỷ - 2.468 m2","Đường Nhựa Sau Ủy Ban Xã, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",2468 m²,"1,18 triệu/m²",Tây Bắc,Đất thổ cư,14.5 m,120 m
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"4,7 tỷ - 100 m2","141, Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,47 triệu/m²,,Đất thổ cư,5 m,20 m
"3,25 tỷ - 110 m2","Lô 58 Khu B2-69, Cầu Đồng Nò, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",110 m²,"29,55 triệu/m²",Đông Nam,Đất thổ cư,5 m,
,,,,,,,
"11,5 tỷ - 103 m2","Đường Mai Hắc Đế, Phường An Hải Tây, Quận Sơn Trà, Đà NẵngXem bản đồ",103 m²,"111,65 triệu/m²",Tây,Đất thổ cư,6 m,20 m
"10,5 tỷ - 225 m2","NGÔ HUY DIỄN, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",225 m²,"46,67 triệu/m²",Tây Nam,Đất nền dự án,10 m,22.5 m
11 tỷ - 300 m2,"Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",300 m²,"36,67 triệu/m²",Đông Nam,Đất nền dự án,10 m,30 m
"3,45 tỷ - 100 m2","Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"34,5 triệu/m²",Tây Nam,Đất nền dự án,5 m,20 m
"12,5 tỷ - 820 m2","Cảng Kim Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",820 m²,"15,24 triệu/m²",Đông,Đất thổ cư,22 m,40 m
"3,6 tỷ - 100 m2","Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,36 triệu/m²,Bắc,Đất thổ cư,5 m,20 m
380 triệu - 229 m2,"Đinh Thị Thôi, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",229 m²,"1,66 triệu/m²",Bắc,Đất thổ cư,9 m,24 m
"3,6 tỷ - 95 m2","Đường Hoà Minh 25, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",95 m²,"37,89 triệu/m²",,Đất thổ cư,5 m,19 m
"9,1 tỷ - 175 m2","Đường Khuê Mỹ Đông 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",175 m²,52 triệu/m²,,Đất thổ cư,10 m,
"3,9 tỷ - 164.3 m2","Đường Nhân Hòa 9, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",164.3 m²,"23,74 triệu/m²",Tây Nam,Đất nền dự án,,
"1,65 tỷ - 80 m2","Đường Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",80 m²,"20,63 triệu/m²",Tây Nam,Đất thổ cư,7 m,11 m
"1,65 tỷ - 85 m2","Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",85 m²,"19,41 triệu/m²",Tây,Đất thổ cư,4.5 m,19 m
"1,1 tỷ - 81 m2","Đường Bê Tông 4m Oto, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà NẵngXem bản đồ",81 m²,"13,58 triệu/m²",Đông,Đất thổ cư,8 m,10 m
"3,9 tỷ - 748 m2","Đường Bê Tông 5m Oto, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",748 m²,"5,21 triệu/m²",Tây Nam,Đất thổ cư,16 m,45 m
"1,6 tỷ - 500 m2","Đường Nhựa 5m, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",500 m²,"3,2 triệu/m²",Tây Nam,Đất thổ cư,10 m,50 m
690 triệu - 1.000 m2,"Đường Bê Tông 4m Oto, Xã Hòa Nhơn, Huyện Hòa Vang, Đà NẵngXem bản đồ",1000 m²,690.000 đ/m²,Tây Bắc,Đất nông nghiệp,14 m,49 m
"3,55 tỷ - 104 m2","Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",104 m²,"34,13 triệu/m²",,Đất thổ cư,5 m,21 m
,,,,,,,
"2,75 tỷ - 66 m2","Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",66 m²,"41,67 triệu/m²",,Đất thổ cư,,
,,,,,,,
"1,35 tỷ - 100 m2","Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"13,5 triệu/m²",,Đất thổ cư,,
,,,,,,,
,,,,,,,
21 tỷ - 156.3 m2,"Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",156.3 m²,"134,36 triệu/m²",,Đất thổ cư,,
"1,25 tỷ - 92 m2","Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",92 m²,"13,59 triệu/m²",Tây Bắc,Đất thổ cư,5.3 m,17 m
"2,85 tỷ - 100 m2","Đường Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"28,5 triệu/m²",Tây Bắc,Đất thổ cư,5 m,20 m
"1,89 tỷ - 54 m2","Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà NẵngXem bản đồ",54 m²,35 triệu/m²,,Đất thổ cư,4 m,13 m
13 tỷ - 312 m2,"Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",312 m²,"41,67 triệu/m²",,Đất thổ cư,,
,,,,,,,
,,,,,,,
"4,15 tỷ - 100 m2","Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"41,5 triệu/m²",,Đất thổ cư,5 m,20 m
,,,,,,,
,,,,,,,
,,,,,,,
"3,5 tỷ - 105 m2","Bùi Tấn Diên, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",105 m²,"33,33 triệu/m²",,Đất thổ cư,,
,,,,,,,
"1,05 tỷ - 210 m2","LH0901151246 , An ngái đông, Hoà sơn, Xã Hòa Sơn, Huyện Hòa Vang, Đà NẵngXem bản đồ",210 m²,5 triệu/m²,Đông Bắc,Đất thổ cư,10 m,21 m
"2,5 tỷ - 98 m2","Lô 09 Mai Văn Ngọc, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",98 m²,"25,51 triệu/m²",,Đất thổ cư,7 m,14 m
,,,,,,,
"2,999 tỷ - 53.7.999 m2","Đường 2 Tháng 9, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngXem bản đồ",53.7999 m²,"55,74 triệu/m²",,Đất thổ cư,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"3,55 tỷ - 85.5 m2","Đường Nguyễn Thúy, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",85.5 m²,"41,52 triệu/m²",,Đất thổ cư,4.5 m,19 m
,,,,,,,
"1,2 tỷ - 280 m2","Đường 11B, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",280 m²,"4,29 triệu/m²",,Đất thổ cư,7 m,40 m
"1,5 tỷ - 120 m2","Thôn Lệ Sơn 1, Sã Hoà Tiến,Huyện Hoà Van Tp Đà Nẵng, Thôn Lệ Sơn 1, Xã Hòa Tiến, Huyện Hòa Vang, Đà NẵngXem bản đồ",120 m²,"12,5 triệu/m²",Tây Bắc,Đất thổ cư,5 m,24 m
,,,,,,,
,,,,,,,
7 tỷ - 60 m2,"Tôn Đức Thắng, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",60 m²,"116,67 triệu/m²",,Đất thổ cư,,
"1,9 tỷ - 84 m2","LH 0901151246, Nam Cao, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",84 m²,"22,62 triệu/m²",,Đất thổ cư,4.5998 m,
"36,999 tỷ - 7.140 m2","An Sơn, DT602, Xã Hòa Ninh, Huyện Hòa Vang, Đà NẵngXem bản đồ",7140 m²,"5,18 triệu/m²",,Đất thổ cư,,
"27,2 tỷ - 136 m2","Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà NẵngXem bản đồ",136 m²,200 triệu/m²,Bắc,Đất thổ cư,5 m,26.7199 m
"2,75 tỷ - 107.4 m2","Bàu vàng n6, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",107.4 m²,"25,61 triệu/m²",Đông Bắc,Đất thổ cư,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
15 tỷ - 104.5 m2,"Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà NẵngXem bản đồ",104.5 m²,"143,54 triệu/m²",Đông Bắc,Đất thổ cư,4.5398 m,20.2999 m
"1,3 tỷ - 150 m2","la châu, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,"8,67 triệu/m²",Tây,Đất thổ cư,8.8 m,15 m
"3,61 tỷ - 95 m2","Đinh Đức Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",95 m²,38 triệu/m²,Tây Bắc,Đất thổ cư,5 m,19 m
"4,3 tỷ - 80 m2","Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",80 m²,"53,75 triệu/m²",Tây Nam,Đất thổ cư,5 m,20 m
"4,4 tỷ - 93.3 m2","Lô 40-b1.1, Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",93.3 m²,"47,16 triệu/m²",Tây Nam,Đất nền dự án,5 m,
,,,,,,,
"2,1 tỷ - 115 m2","Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",115 m²,"18,26 triệu/m²",Bắc,Đất nền dự án,5 m,
"1,195 tỷ - 125 m2","Đường Đỗ Chính, Xã Hòa Ninh, Huyện Hòa Vang, Đà NẵngXem bản đồ",125 m²,"9,56 triệu/m²",,Đất thổ cư,5 m,25 m
4 tỷ - 120 m2,"Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",120 m²,"33,33 triệu/m²",,Đất thổ cư,,
"3,6 tỷ - 100 m2","Hoàng Minh Thảo, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,36 triệu/m²,,Đất thổ cư,,
"3,35 tỷ - 60.2 m2","Đường Nại Nghĩa 5, Phường Nại Hiên Đông, Quận Sơn Trà, Đà NẵngXem bản đồ",60.2 m²,"55,65 triệu/m²",Đông Bắc,Đất thổ cư,5.25 m,12.5 m
15 tỷ - 90 m2,"68, Nguyễn Trực, Phường Thọ Quang, Quận Sơn Trà, Đà NẵngXem bản đồ",90 m²,"166,67 triệu/m²",Đông,Đất thổ cư,10 m,18 m
"2,15 tỷ - 70 m2","Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",70 m²,"30,71 triệu/m²",,Đất thổ cư,,
"2,65 tỷ - 100 m2","Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"26,5 triệu/m²",Đông Nam,Đất nền dự án,5 m,20 m
"1,2 tỷ - 621 m2","Đinh thị Thôi, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",621 m²,"1,93 triệu/m²",Tây Nam,Đất nông nghiệp,14 m,45 m
,,,,,,,
,,,,,,,
10 tỷ - 863 m2,"Đường Quốc lộ 14B , Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",863 m²,"11,59 triệu/m²",Tây Bắc,Đất thổ cư,21 m,36 m
12 tỷ - 300 m2,"nguyễn đình thi, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",300 m²,40 triệu/m²,Đông Nam,Đất thổ cư,12 m,25 m
,,,,,,,
"2,65 tỷ - 108 m2","Nguyễn Đoá, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",108 m²,"24,54 triệu/m²",,Đất thổ cư,,
850 triệu - 165.3 m2,"Đường Vành đai phía tây Đà Nẵng, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",165.3 m²,"5,14 triệu/m²",Đông Nam,Đất thổ cư,11.47 m,20.61 m
,,,,,,,
,,,,,,,
9 tỷ - 130 m2,"Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà, Đà NẵngXem bản đồ",130 m²,"69,23 triệu/m²",,Đất nền dự án,5 m,20 m
"7,5 tỷ - 650 m2","ĐH8, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",650 m²,"11,54 triệu/m²",Đông Bắc,Đất thổ cư,30 m,
"20,25 tỷ - 450 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",450 m²,45 triệu/m²,,Đất nền dự án,15 m,30 m
,,,,,,,
"1,03 tỷ - 124 m2","Cẩm toại tây, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",124 m²,"8,31 triệu/m²",,Đất thổ cư,7 m,
,,,,,,,
"2,95 tỷ - 100 m2","Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"29,5 triệu/m²",Tây Bắc,Đất nền dự án,5 m,20 m
"2,75 tỷ - 100 m2","Đường Trà Khê 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"27,5 triệu/m²",Bắc,Đất nền dự án,5 m,20 m
"5,4 tỷ - 133 m2","Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",133 m²,"40,6 triệu/m²",Đông Bắc,Đất nền dự án,5 m,
"2,15 tỷ - 91 m2","Hoà An 25, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",91 m²,"23,63 triệu/m²",,Đất thổ cư,,
"2,15 tỷ - 88 m2","Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",88 m²,"24,43 triệu/m²",,Đất thổ cư,,
,,,,,,,
"2,55 tỷ - 100 m2","Xuân Thiều 10, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"25,5 triệu/m²",,Đất thổ cư,5 m,20 m
"2,55 tỷ - 100 m2","Xuân Thiều 10, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"25,5 triệu/m²",,Đất thổ cư,5 m,20 m
"1,5 tỷ - 118 m2","K646/h6/10, Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà NẵngXem bản đồ",118 m²,"12,71 triệu/m²",Nam,Đất thổ cư,,
